"Category","Business Impact","Recommendation","Subscription ID","Subscription Name","Resource Group","Resource Name","Type","Updated Date","Potential benefits","Potential Annual Cost Savings","Potential Cost Savings Currency"
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","cbf821af-139f-472b-bd9f-bd9e7c82395c","DsiAcc01 (cbf821af-139f-472b-bd9f-bd9e7c82395c)","rgamoodlehd","lxamoodlehd1.azure.forem.be_public_network","Network interface","2025-06-30T05:01:36.8752176Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","High","Use Availability zones for better resiliency and availability","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzntp1.dmz.azure.forem.be","Virtual machine","2025-06-30T05:54:23.9641392Z","Usage of zonal VMs protect your apps from zonal outage in any other zones.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh51","Virtual machine","2025-06-29T22:56:03.3768567Z","Availability across zones or across different fault domains.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","cbf821af-139f-472b-bd9f-bd9e7c82395c","DsiAcc01 (cbf821af-139f-472b-bd9f-bd9e7c82395c)","rgamoodlehd","lxamoodlehd1.azure.forem.be","Virtual machine","2025-06-30T05:14:00.8425618Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","cbf821af-139f-472b-bd9f-bd9e7c82395c","DsiAcc01 (cbf821af-139f-472b-bd9f-bd9e7c82395c)","rgamariadb","lxasmzrecovery1.azure.forem.be","Virtual machine","2025-06-30T05:14:00.8425618Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","cbf821af-139f-472b-bd9f-bd9e7c82395c","DsiAcc01 (cbf821af-139f-472b-bd9f-bd9e7c82395c)","rgamariadb","lxasmzrecovery1.azure.forem.be","Virtual machine","2025-06-29T22:58:43.1648307Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","High","Use Azure Disks with Zone Redundant Storage (ZRS) for higher resiliency and availability","cbf821af-139f-472b-bd9f-bd9e7c82395c","DsiAcc01 (cbf821af-139f-472b-bd9f-bd9e7c82395c)","rgamariadb","lxasmzmariadb1.azure.forem.be_osdisk","Disk","2025-06-30T09:59:55.2887590Z","By designing your applications to use ZRS Disks, your data is replicated across 3 Availability Zones, making your disk resilient to a zonal outage","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","cbf821af-139f-472b-bd9f-bd9e7c82395c","DsiAcc01 (cbf821af-139f-472b-bd9f-bd9e7c82395c)","rgamariadb","lxasmzrecovery1.azure.forem.be","Virtual machine","2025-06-30T04:57:33.2628240Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","cbf821af-139f-472b-bd9f-bd9e7c82395c","DsiAcc01 (cbf821af-139f-472b-bd9f-bd9e7c82395c)","rgamariadb","lxasmzrecovery1.azure.forem.be_nic","Network interface","2025-06-30T05:01:36.8752176Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","cbf821af-139f-472b-bd9f-bd9e7c82395c","DsiAcc01 (cbf821af-139f-472b-bd9f-bd9e7c82395c)","rgamariadb","lxasmzmariadb1.azure.forem.be_nic","Network interface","2025-06-30T05:01:36.8702180Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh58","Virtual machine","2025-06-29T22:56:37.7937393Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","cbf821af-139f-472b-bd9f-bd9e7c82395c","DsiAcc01 (cbf821af-139f-472b-bd9f-bd9e7c82395c)","rgamariadb","lxasmzmariadb1.azure.forem.be","Virtual machine","2025-06-29T22:58:43.1648307Z","Enhanced resilience to platform faults and updates.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","cbf821af-139f-472b-bd9f-bd9e7c82395c","DsiAcc01 (cbf821af-139f-472b-bd9f-bd9e7c82395c)","rgamariadb","lxasmzmariadb1.azure.forem.be","Virtual machine","2025-06-30T04:57:33.2628240Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","High","Use Azure Disks with Zone Redundant Storage (ZRS) for higher resiliency and availability","cbf821af-139f-472b-bd9f-bd9e7c82395c","DsiAcc01 (cbf821af-139f-472b-bd9f-bd9e7c82395c)","rgamariadb","lxasmzmariadb1_azure_forem_be_blobfuse","Disk","2025-06-30T09:59:55.2887590Z","By designing your applications to use ZRS Disks, your data is replicated across 3 Availability Zones, making your disk resilient to a zonal outage","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzdns1r.dmz.azure.forem.be_nic","Network interface","2025-06-30T05:04:04.8224664Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","05509e54-c22d-42ec-ae15-948a48340383","DsiDmz01 (05509e54-c22d-42ec-ae15-948a48340383)","rgplinuxcore","lxpzdns2r.dmz.azure.forem.be","Virtual machine","2025-06-30T05:00:13.1354667Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","High","Enable zone redundancy for storage accounts to improve high availability and resiliency","cbf821af-139f-472b-bd9f-bd9e7c82395c","DsiAcc01 (cbf821af-139f-472b-bd9f-bd9e7c82395c)","rgamariadb","svalxasmzmariadb1bkp","Storage Account","2025-06-30T09:49:12.8017386Z","Achieve higher availability for the application.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","cbf821af-139f-472b-bd9f-bd9e7c82395c","DsiAcc01 (cbf821af-139f-472b-bd9f-bd9e7c82395c)","rgamariadb","lxasmzmariadb1.azure.forem.be","Virtual machine","2025-06-30T05:14:00.8425618Z","Guaranteed compute capacity in constrained region or zone.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshbp5","Virtual machine","2025-06-30T05:00:05.2763522Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","High","Use Azure Disks with Zone Redundant Storage (ZRS) for higher resiliency and availability","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgpadfs","azwpadfssrv00_osdisk","Disk","2025-06-30T10:02:33.4218620Z","By designing your applications to use ZRS Disks, your data is replicated across 3 Availability Zones, making your disk resilient to a zonal outage","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgpadfs","azwpadfssrv00","Virtual machine","2025-06-30T05:11:11.6661184Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpldap","lxpldap2.azure.forem.be","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh30","Virtual machine","2025-06-29T22:56:37.7937393Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","c704e378-20de-426d-af3d-6ef10c3545f0","DsiTier0 (c704e378-20de-426d-af3d-6ef10c3545f0)","rgpadfs","azwpadfssrv00","Virtual machine","2025-06-29T22:58:16.5985941Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","High","Enable zone redundancy for storage accounts to improve high availability and resiliency","cbf821af-139f-472b-bd9f-bd9e7c82395c","DsiAcc01 (cbf821af-139f-472b-bd9f-bd9e7c82395c)","rgaapplications","svaapplicationssta","Storage Account","2025-06-30T09:49:12.8017386Z","Achieve higher availability for the application.","",""
"Reliability","High","Enable zone redundancy for storage accounts to improve high availability and resiliency","cbf821af-139f-472b-bd9f-bd9e7c82395c","DsiAcc01 (cbf821af-139f-472b-bd9f-bd9e7c82395c)","rgaapplications","svabatchssta","Storage Account","2025-06-30T09:49:12.8017386Z","Achieve higher availability for the application.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh25","Virtual machine","2025-06-29T22:56:37.7937393Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","39b847ee-38c1-4871-97bc-b815e2e56539","CspProd01 (39b847ee-38c1-4871-97bc-b815e2e56539)","rgphr4fpr","lxphrapr1","Virtual machine","2025-06-29T22:57:54.9508224Z","Enhanced resilience to platform faults and updates.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","39b847ee-38c1-4871-97bc-b815e2e56539","CspProd01 (39b847ee-38c1-4871-97bc-b815e2e56539)","rgphr4fpr","lxphrapr1","Virtual machine","2025-06-30T05:02:14.6244513Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","39b847ee-38c1-4871-97bc-b815e2e56539","CspProd01 (39b847ee-38c1-4871-97bc-b815e2e56539)","rgphr4fpr","lxphrapr1","Virtual machine","2025-06-30T05:09:36.7283695Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","Medium","Use NAT gateway for outbound connectivity","9c9cb071-ac7c-45be-8105-4f4eb5f8e672","CspAcc01 (9c9cb071-ac7c-45be-8105-4f4eb5f8e672)","infra-network-rg","csp-acc-vnet","Virtual network","2025-06-30T05:03:35.6538710Z","Prevent outbound connection failures with NAT gateway","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh42","Virtual machine","2025-06-30T05:18:02.5193130Z","Guaranteed compute capacity in constrained region or zone.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh52nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","High","Enable zone redundancy for storage accounts to improve high availability and resiliency","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","svpleforemwvd","Storage Account","2025-06-30T01:53:19.3424747Z","Achieve higher availability for the application.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh11","Virtual machine","2025-06-30T05:18:02.5543150Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh44","Virtual machine","2025-06-30T05:18:02.5593091Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh22","Virtual machine","2025-06-30T05:18:02.5543150Z","Guaranteed compute capacity in constrained region or zone.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh24","Virtual machine","2025-06-30T05:00:05.2763522Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh60","Virtual machine","2025-06-29T22:56:37.7937393Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh23","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh24","Virtual machine","2025-06-30T05:18:02.5543150Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpldap","lxpldap1.azure.forem.be","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh32","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh47nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh22nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh60","Virtual machine","2025-06-30T05:18:02.5593091Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshfo1","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh20","Virtual machine","2025-06-30T05:18:02.5543150Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh54","Virtual machine","2025-06-30T05:18:02.5593091Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshfo3","Virtual machine","2025-06-30T05:18:02.5543150Z","Guaranteed compute capacity in constrained region or zone.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh42nic0","Network interface","2025-06-30T05:00:23.4179363Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh51","Virtual machine","2025-06-30T05:18:02.5593091Z","Guaranteed compute capacity in constrained region or zone.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh13nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh38","Virtual machine","2025-06-30T05:00:05.2763522Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh46","Virtual machine","2025-06-29T22:56:03.4968610Z","Availability across zones or across different fault domains.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshfo5","Virtual machine","2025-06-29T22:56:03.3718524Z","Availability across zones or across different fault domains.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh49","Virtual machine","2025-06-29T22:56:03.3718524Z","Availability across zones or across different fault domains.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh34nic0","Network interface","2025-06-30T05:00:23.4179363Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh56","Virtual machine","2025-06-30T05:00:05.2813532Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh21nic0","Network interface","2025-06-30T05:00:23.4279363Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh30nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh10","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshbp3","Virtual machine","2025-06-30T05:18:02.5543150Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh42","Virtual machine","2025-06-29T22:56:37.7737398Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh29","Virtual machine","2025-06-29T22:56:37.7737398Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh54","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","Medium","Enable Backups on your Virtual Machines","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshfo4","Virtual machine","2025-06-30T04:58:48.6963680Z","Protection of your Virtual Machines","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh40","Virtual machine","2025-06-30T05:00:05.2763522Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshfo2","Virtual machine","2025-06-30T05:00:05.2813532Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh23nic0","Network interface","2025-06-30T05:00:23.4279363Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","Medium","Migrate to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshbp3","Virtual machine","2025-06-29T22:56:03.3718524Z","Availability across zones or across different fault domains.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh50nic0","Network interface","2025-06-30T05:00:23.4179363Z","Secure and explicit outbound access for new subnets.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh46","Virtual machine","2025-06-29T22:56:37.7737398Z","Enhanced resilience to platform faults and updates.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh22","Virtual machine","2025-06-30T05:00:05.2763522Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh20","Virtual machine","2025-06-30T05:00:05.2813532Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh56","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh37","Virtual machine","2025-06-30T05:00:05.2763522Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshbp1","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Reliability","Medium","Enable Backups on your Virtual Machines","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshfo3","Virtual machine","2025-06-30T04:58:48.6963680Z","Protection of your Virtual Machines","",""
"Reliability","High","Use Azure Capacity Reservation for virtual machine (VM)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh37","Virtual machine","2025-06-30T05:18:02.5593091Z","Guaranteed compute capacity in constrained region or zone.","",""
"Reliability","Medium","Migrate workload to Virtual Machine Scale Sets Flex","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh35","Virtual machine","2025-06-29T22:56:37.7987401Z","Enhanced resilience to platform faults and updates.","",""
"Operational excellence","Medium","Add explicit outbound method to disable default outbound","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshbp6nic0","Network interface","2025-06-30T05:00:23.4229367Z","Secure and explicit outbound access for new subnets.","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh60","Virtual machine","2025-06-30T05:00:05.2763522Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
"Reliability","Medium","Enable Backups on your Virtual Machines","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdshfo5","Virtual machine","2025-06-30T04:58:48.6963680Z","Protection of your Virtual Machines","",""
"Operational excellence","High","Enable Trusted Launch foundational excellence, and modern security for Existing Generation 2 VM(s)","be5ce746-52ca-483a-9c9b-782111a94978","DsiProd01 (be5ce746-52ca-483a-9c9b-782111a94978)","rgpwvd","vwpwvdsh28","Virtual machine","2025-06-30T05:00:05.2763522Z","Boosting lower-level security posture for Gen2 VMs, by protecting against rootkits.","",""
